Permit_Number,Permit_Address,Street_Name,Cross_Street_1,Cross_Street_2,Permit_ZipCode,Applicant,Permit_Purpose,Permit_Approval_Date,Permit_Status,X,Y,Latitude,Longitude,Location1
11WR-0108,,VICENTE ST,35TH AVE,35TH AVE,,"NextG Networks of California, Inc",Wireless Box,09/12/2012 12:00:00 AM,APPROVED,5985372.5701599997,2097519.38766,,,"(37.7385434052741, -122.49312200058)"
11WR-0066,,ANZA ST,PARK PRESIDIO BLVD,PARK PRESIDIO BLVD,,"NextG Networks of California, Inc",Wireless Box,08/30/2012 12:00:00 AM,APPROVED,5991737.0399000002,2112019.8423199998,,,"(37.778728007792502, -122.472173618486)"
14WR-0063,750 EDDY ST,WILLOW ST,POLK ST,POLK ST,,"ExteNet Systems, Inc.",Wireless Box,05/01/2015 12:00:00 AM,APPROVED,6006832.0933900001,2113404.2357800002,,,"(37.783391216376302, -122.420052110301)"
11WR-0033,,HARRISON ST,25TH ST,25TH ST,,"ExteNet Systems, Inc.",Wireless Box,12/20/2011 12:00:00 AM,APPROVED,6009007.4604900004,2101284.3182899999,,,"(37.7502350488882, -122.411669533584)"
11WR-0122,,EUREKA ST,19TH ST,19TH ST,,"NextG Networks of California, Inc",Wireless Box,06/11/2012 12:00:00 AM,APPROVED,6001446.8821799997,2104374.04373,,,"(37.758291673248699, -122.438035734148)"
11WR-0018,,05TH ST,BRANNAN ST,BRANNAN ST,,"NextG Networks of California, Inc",Wireless Box,10/28/2011 12:00:00 AM,APPROVED,6012934.9065399999,2110794.8407800002,,,"(37.776568369180197, -122.398755449867)"
14wr-0106,2222 MASON ST,MASON ST,CHESTNUT ST,CHESTNUT ST,,"ExteNet Systems, Inc.",Wireless Box,05/04/2015 12:00:00 AM,APPROVED,6008983.6602800004,2120921.3683799999,,,"(37.804152409234803, -122.41314022635)"
09WR-0052,,ALABAMA ST,MULLEN AVE,MULLEN AVE,,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,6009297.7580800001,2099853.73404,,,"(37.746323261747001, -122.41056465218099)"
09WR-0144,,ALEMANY BLVD,ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP,ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP,,"Newpath Networks, LLC.",Wireless Box,01/21/2014 12:00:00 AM,APPROVED,6006093.7582599996,2094743.5486000001,,,"(37.732111687629697, -122.42128090080701)"
11WR-0108,,36TH AVE,VICENTE ST,VICENTE ST,,"NextG Networks of California, Inc",Wireless Box,09/12/2012 12:00:00 AM,APPROVED,5985214.4913100004,2097513.9376500002,,,"(37.738519194328497, -122.493668151789)"
10WR-0099,4002 22ND ST,DIAMOND ST,21ST ST,21ST ST,,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,6001774.0346100004,2102992.5679500001,,,"(37.754517073459802, -122.436805406964)"
10WR-0087,763 38TH AVE,38TH AVE,BALBOA ST,BALBOA ST,,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5984114.8255000003,2110643.7914999998,,,"(37.774505717027701, -122.498439752498)"
08WR-0030,,SUNNYDALE AVE,SANTOS ST,SANTOS ST,,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,6006035.2380299997,2087867.1112800001,,,"(37.713227178523397, -122.42099515987)"
08WR-0031,,ARCH ST,ALEMANY BLVD \ RALSTON ST \ WORCESTER AVE,ALEMANY BLVD \ RALSTON ST \ WORCESTER AVE,,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,5992701.5010900004,2087681.98413,,,"(37.711958226893998, -122.46706727481499)"
10WR-0083,268 ARLINGTON ST,ARLINGTON ST,HIGHLAND AVE,HIGHLAND AVE,,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,6004583.8288599998,2096659.5766799999,,,"(37.737287427224103, -122.426637452276)"
11WR-0117,,18TH ST,DOUGLASS ST,DOUGLASS ST,,"NextG Networks of California, Inc",Wireless Box,06/11/2012 12:00:00 AM,APPROVED,6001088.4564199997,2105231.8861600002,,,"(37.7606267092564, -122.439336813476)"
14WR-0162,675 CLEMENTINA ST,CLEMENTINA ST,SUMNER ST,SUMNER ST,,Verizon Wireless,Wireless Box,04/23/2015 12:00:00 AM,APPROVED,6009654.3613700001,2110549.8776400001,,,"(37.775712430122503, -122.41008655343499)"
09WR-0123,,23RD ST,GRAND VIEW AVE,GRAND VIEW AVE,,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6000104.7846100004,2102248.8383900002,,,"(37.752379962346197, -122.44252470043899)"
08WR-0055,,CHURCH ST,18TH ST,18TH ST,,"NextG Network, Inc.",Wireless Box,12/08/2008 12:00:00 AM,APPROVED,6004275.5783099998,2105262.0093,,,"(37.760890276402698, -122.428316147884)"
11WR-0122,,20TH ST,EUREKA ST,EUREKA ST,,"NextG Networks of California, Inc",Wireless Box,06/11/2012 12:00:00 AM,APPROVED,6001462.9877199996,2104081.9989299998,,,"(37.757490705038599, -122.437959115795)"
10WR-0061,2067 30TH AVE,30TH AVE,PACHECO ST,PACHECO ST,,"NextG Network, Inc",Wireless Box,09/29/2010 12:00:00 AM,APPROVED,5986918.3264600001,2101203.1381299999,,,"(37.7487482856139, -122.488048193221)"
09WR-0144,,ALEMANY BLVD,ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP,ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP,,"Newpath Networks, LLC.",Wireless Box,01/21/2014 12:00:00 AM,APPROVED,6006763.8526999997,2094765.04388,,,"(37.732208464880898, -122.418965755774)"
09WR-0042,,HIGH ST,END,END,,"NextG Network, Inc.",Wireless Box,08/31/2009 12:00:00 AM,APPROVED,5999797.3050600002,2100799.0146499998,,,"(37.748381566268698, -122.44348387656299)"
09WR-0123,,GRAND VIEW AVE,ALVARADO ST \ DIXIE ALY,ALVARADO ST \ DIXIE ALY,,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6000200.5158200003,2102426.3886699998,,,"(37.752872928701997, -122.442206391516)"
10WR-0088,763 30TH AVE,30TH AVE,BALBOA ST,BALBOA ST,,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5986594.4330799999,2110727.4232200002,,,"(37.774880442153602, -122.489868579792)"
10WR-0075,1506 08TH AVE,08TH AVE,KIRKHAM ST,KIRKHAM ST,,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5993716.5451400001,2105239.7429200001,,,"(37.760226006364697, -122.464833282726)"
10WR-0089,732 26TH AVE,26TH AVE,BALBOA ST,BALBOA ST,,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5987912.6374599999,2110958.0566199999,,,"(37.775590578782499, -122.485325617757)"
15WR-0140,1580 PACIFIC AVE,PACIFIC AVE,LARKIN ST,LARKIN ST,,"ExteNet Systems, Inc.",Wireless Box,09/14/2015 12:00:00 AM,APPROVED,6006565.068,2117760.9022599999,,,"(37.795338495435097, -122.42128539160601)"
10WR-0043,893 37TH AVE,37TH AVE,FULTON ST,FULTON ST,,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5984429.6900300002,2109793.9480499998,,,"(37.772190749551903, -122.497287842894)"
10WR-0110,6310 CALIFORNIA ST,25TH AVE,CALIFORNIA ST,CALIFORNIA ST,,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,5987982.7774099996,2114016.9038399998,,,"(37.783993396149903, -122.48530749143499)"
10WR-0073,1294 09TH AVE,09TH AVE,LINCOLN WAY,LINCOLN WAY,,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5993332.0987400003,2106683.6091300002,,,"(37.7641683118744, -122.466267824102)"
10WR-0117,861 BAKER ST,BAKER ST,TURK BLVD \ TURK ST,TURK BLVD \ TURK ST,,"NextG Network, Inc",Wireless Box,10/26/2010 12:00:00 AM,APPROVED,6000346.3425799999,2111958.6307299999,,,"(37.7790544029939, -122.442386376466)"
10WR-0080,55 ROUSSEAU ST,ROUSSEAU ST,SAN JOSE AVE,SAN JOSE AVE,,"NextG Network, Inc",Wireless Box,08/30/2010 12:00:00 AM,APPROVED,6003504.6430200003,2095359.73545,,,"(37.733657287748301, -122.430275985067)"
10WR-0077,24 SEWARD ST,SEWARD ST,DOUGLASS ST,DOUGLASS ST,,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,6001075.5852199998,2104269.1300300001,,,"(37.757982483302001, -122.439312318905)"
09WR-0052,,MULLEN AVE,ALABAMA ST,ALABAMA ST,,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,6009517.9710100004,2099866.5634699999,,,"(37.7463708319559, -122.409804084318)"
09WR-0042,,CLIPPER TER,HIGH ST,HIGH ST,,"NextG Network, Inc.",Wireless Box,08/31/2009 12:00:00 AM,APPROVED,5999797.4079499999,2100663.8373699998,,,"(37.7480104078927, -122.443473812118)"
10WR-0027,,24TH AVE,CLEMENT ST,CLEMENT ST,,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5988402.4533799998,2113309.9079800001,,,"(37.782076625230999, -122.483803727516)"
08WR-0023,,BRAZIL AVE,LA GRANDE AVE,LA GRANDE AVE,,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,6005345.8696400002,2089995.3534899999,,,"(37.719031990912598, -122.423529069498)"
09WR-0052,,MULLEN AVE,PERALTA AVE,PERALTA AVE,,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,6009738.1839399999,2099879.3928800002,,,"(37.746418397231103, -122.40904351534201)"
10WR-0043,893 37TH AVE,37TH AVE,CABRILLO ST,CABRILLO ST,,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5984429.6900300002,2109793.9480499998,,,"(37.772190749551903, -122.497287842894)"
15WR-0134,1044 JONES ST,JONES ST,PINE ST,PINE ST,,"ExteNet Systems, Inc.",Wireless Box,08/28/2015 12:00:00 AM,APPROVED,6008655.70285,2116102.5473500001,,,"(37.7907872193529, -122.414253190734)"
10WR-0075,1506 08TH AVE,08TH AVE,KIRKHAM ST,KIRKHAM ST,,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5993716.5451400001,2105239.7429200001,,,"(37.760226006364697, -122.464833282726)"
10WR-0095,4108 25TH ST,25TH ST,NOE ST,NOE ST,,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,6003044.9408600004,2101283.7255699998,,,"(37.749897144379801, -122.432288246936)"
10WR-0099,4002 22ND ST,22ND ST,DIAMOND ST,DIAMOND ST,,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,6001774.0346100004,2102992.5679500001,,,"(37.754517073459802, -122.436805406964)"
10WR-0190,1963 CESAR CHAVEZ ST,CESAR CHAVEZ ST,CONNECTICUT ST,CONNECTICUT ST,,"NextG Network, Inc",Wireless Box,01/24/2011 12:00:00 AM,APPROVED,6013345.2588400003,2100994.5056799999,,,"(37.749681664062798, -122.396648732241)"
11WR-0015,,LAGUNA ST,HICKORY ST,HICKORY ST,,"NextG Networks of California, Inc",Wireless Box,12/13/2011 12:00:00 AM,APPROVED,6005045.6596499998,2110489.3979099998,,,"(37.775286975100002, -122.426024906122)"
11WR-0016,,LINDEN ST,GOUGH ST,GOUGH ST,,"NextG Networks of California, Inc",Wireless Box,10/20/2011 12:00:00 AM,APPROVED,6005760.5148799997,2110853.5395499999,,,"(37.776327195268102, -122.42357794975599)"
11WR-0019,,06TH ST,BRANNAN ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND,BRANNAN ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND,,"NextG Networks of California, Inc",Wireless Box,10/19/2011 12:00:00 AM,APPROVED,6012278.6431600004,2110167.3229299998,,,"(37.774808762046703, -122.400981567729)"
11WR-0018,,BRANNAN ST,05TH ST,05TH ST,,"NextG Networks of California, Inc",Wireless Box,10/28/2011 12:00:00 AM,APPROVED,6012606.7748600002,2110481.08188,,,"(37.775688571046999, -122.399868521915)"
11WR-0019,,BRANNAN ST,06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND,06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND,,"NextG Networks of California, Inc",Wireless Box,10/19/2011 12:00:00 AM,APPROVED,6012199.5545100002,2110091.6984600001,,,"(37.774596702476501, -122.401249838049)"
15wr-0006,2400 TAYLOR ST,CHESTNUT ST,COLUMBUS AVE \ TAYLOR ST,COLUMBUS AVE \ TAYLOR ST,,"ExteNet Systems, Inc.",Wireless Box,05/04/2015 12:00:00 AM,APPROVED,6008452.4818900004,2121063.2431899998,,,"(37.804512127841903, -122.414988462179)"
